Nome;Tipo
FACULDADE DE TECNOLOGIA SENAI CAMPO GRANDE;Privada
FACULDADE ESTACIO DE SA DE CAMPO GRANDE;Privada
GAPPE ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL LTDA;Privada
GEMS - CENTRO EDUCACIONAL MS LTDA - EDC - ESCOLA DE CURSOS;Privada
GRAU TECNICO - CAMPO GRANDE CENTRO;Privada
GRUPO EDUCACIONAL ATOS;Privada
HUBY CURSOS;Privada
IEMS - INSTITUTO DE EDUCACAO PROFESSORA MARISA SERRANO;Privada
INST SMG CEGOS FLORIVALDO VARGAS - ISMAC;Privada
INSTITUICAO DE ENSINO LATINO AMERICANO;Privada
INSTITUTO DA CRIANCA E DO ADOLESCENTE PRIMEIROS PASSOS;Privada
INSTITUTO DE EDUC HARMONIA UNIDADE II;Privada
INSTITUTO DE EDUCACAO BOA NOVA;Privada
INSTITUTO DE EDUCACAO COOPERAR LTDA;Privada
INSTITUTO DE EDUCACAO HARMONIA;Privada
INSTITUTO DE EDUCACAO PARALELLUS;Privada
INSTITUTO DE ENSINO E PESQUISA EDUCARTE;Privada
INSTITUTO EDUCACIONAL PAULO FREIRE;Privada
INSTITUTO EDUCAP;Privada
INSTITUTO JOAO BATISTA DE ENSINO;Privada
INSTITUTO KOCH EL SHADAY;Privada
INSTITUTO LIBERA LIMES;Privada
INSTITUTO VIEIRA DE EDUCACAO LTDA;Privada
INSTY COLEGIO E CURSOS;Privada
LAR CRECHE NOSSA SENHORA DO PERPETUO SOCORRO;Privada
LAR NOSSA SENHORA APARECIDA;Privada
LE IRDAK;Privada
MABE MODERNA ASSOCIACAO BRASILEIRA DE ENSINO MEDIO LTDA;Privada
MAPLE BEAR;Privada
MAPLE BEAR - UNIDADE II;Privada
MATERNA BERCARIO LTDA EPP;Privada
METROPOLITANO INST DE EDUC E CULTURA;Privada
NINHO JARDIM DE INFANCIA;Privada
NOTA 10 - UNIDADE FELIZ IDADE;Privada
NOTA 10 - UNIDADE GARCAS;Privada
NOTA 10 - UNIDADE GARCAS II;Privada
NOTA 10 - UNIDADE GARCAS III;Privada
NOTA 10 INTERNACIONAL - UNIDADE GENERAL OSORIO;Privada
NOTA 10 INTERNACIONAL - UNIDADE MAXIMA;Privada
NOTA 10 INTERNACIONAL UNIDADE GENERAL OSORIO II;Privada
NOVAESCOLA;Privada
O CASULO ESTABELECIMENTO DE ENSINO;Privada
OBRAS SOCIAIS E COMUNITARIA DO AERO RANCHO;Privada
OPCAO - CENTRO DE EDUCACAO INFANTIL;Privada
REDE DE ENSINO TECNICO CETEPS;Privada
SESC ADMINISTRACAO REGIONAL NO ESTADO DO MATO GROSSO DO SUL;Privada
SIEDEM - SIST INDIV ENS DESENV EMOCIONAL;Privada
SOCIEDADE ASSISTENCIAL MEIMEI CASA DA CRIANCA MEIMEI;Privada
SOCIEDADE EUNICE WEAVER DE CAMPO GRANDE;Privada
SOLETRANDO ESCOLA DE ED INFANTIL E ENSINO FUNDAMENTAL;Privada
